Source,Target,Date,Preuves,Mea Culpa ?
 Raphaël Wertheimer,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Andy Whittaker,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Cornélius Wiijgers,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dorothée Wiijgers,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Agnès Wildenstein,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Anaïse Wittmann,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 A Wolanin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Margot Wolfs,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Peter Woltil,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Arnaud Xainte,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Steve Yeo,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Likhem Young,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Paule Zajdermann,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christian Zeender,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Claudie Zehnacker,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Ania Zenowicz,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Fabrice Ziolkowski,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Terry Zwigoff. ,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Isabelle Adjani,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Valerie Alati,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Antoine Aronin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Benjamin Arseguel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Germaine Augstburger Kingana Kavulu,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Paul Auster,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Sebastien Azzo,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Idris Babur,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Morgane Beauverger,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Candice Belaisch-Goldchmit,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Yamina Benguigui,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Mary Bowen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Stephen Brouard,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Clément Brua,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Pascal Bruckner,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Emmanuel Carpentier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Catherine Chouchan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Marc-Eliel Chouraqui,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Sandrine Clarac,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Jessika Cohen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Olivier Cohen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Gilles Collard,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Suzanne Colonna,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Philippe Corbé,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Jean-Luc Cosotti,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Antoine Courtray,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Estelle Cywje,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Jean-Paul Dayan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Alejandro Espinoza,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Maria de França,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Cynthia Derolez,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Katarina De Meulder,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Romain Desbiens,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Arielle Dombasle,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Caroline Dormagen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Nicholas Dubreuil,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Gisèle Duc,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
René Duc,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Marc Dufrenois,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Stéphanie Eichler,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Nathalie Faucheux,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Claude Fichard,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Corinne Figuet,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Julien Fontaine,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Pierre Forciniti,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Harrison Ford,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Stanislaw Fortuna,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Barbara Frei,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Louis Garrel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Albert Gauvin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Charles André Gordeaux,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Johanna Gozlan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Frédéric Gynsterblom,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Taylor Hackford,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Dominique Hasselmann,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Davide Homitsu Riboli,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Frédéric Horiszny,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Andreas Horvath,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Isabelle Huppert,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Siri Hustvedt,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Jeremy Irons,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Laurence Jacquemin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Marine Jamet,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Neil Jordan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Paola Jullian,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Alexandre Kha,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Thierry Kamami,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Yan Karlens,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Milan Kundera,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Gaelle Lancien,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Valérie Lang,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Claude Lanzmann,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Pierre Laville,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Raphaël Le gall-Kerrain,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Delphine Legros,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
David Leroy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Pierre Leroy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Veronique Lestrade,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Bernard-Henri Lévy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
Rachel Lévy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
